Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde
16.01.2026;2026;5035 Stjørdal;Kringen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332160;308166,6289;7043306,997;EV14 S3D1 m1490;E;V;14;3;1;False;Nei;K;MED;1489.695;578622;0.19332535;0.19332535@578622;POINT Z (308167.34 7043311.477 15.635);5973;5035;4.536;1022805906;3940;761648979;70;2856.168
16.01.2026;2026;5056 Hitra;Andersskogan;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332228;167844,5902;7054320,453;FV713 S5D1 m7768;F;V;713;5;1;False;Nei;K;MED;7767.845;72340;0.69786427;0.69786427@72340;POINT Z (167846.373 7054320.499 14.784);5973;5056;1.783;1024045635;500;85312252;80;60513.582
16.01.2026;2026;5054 Indre Fosen;Løddberget;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332039;264165,9274;7056294,958;FV755 S10D1 m6817;F;V;755;10;1;False;Nei;K;MED;6817.15;578150;0.30718691;0.30718691@578150;POINT Z (264165.317 7056292.24 38.249);5973;5054;2.786;1024045964;697;460118300;60;28148.139
16.01.2026;2026;5027 Midtre Gauldal;Løset/Almås;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332036;291266,139;6988812,467;FV30 S5D1 m4872;F;V;30;5;1;False;Nei;K;MED;4872.069;72273;0.85562531;0.85562531@72273;POINT Z (291300.161 6988759.321 219.612);5973;5027;63.103;1024045530;1300;85311734;80;30272.09
16.01.2026;2026;5007 Namsos;Svedalen, Namsos ;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332078;331395,0342;7158545,37;FV769 S2D1 m1184;F;V;769;2;1;False;Nei;K;MED;1183.855;578672;0.52907126;0.52907126@578672;POINT Z (331401.123 7158546.143 33.72);5973;5007;6.138;1024046317;1840;264308750;80;6163.402
16.01.2026;2026;5035 Stjørdal;Kvithammer;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1332159;295269,8665;7046272,556;EV6 S80D1 m1323;E;V;6;80;1;False;Nei;K;MED;1323.123;2395192;0.83786306;0.83786306@2395192;POINT Z (295268.491 7046271.88 15.05);5973;5035;1.533;1022805369;12500;1021237504;90;1721.409
16.01.2026;2026;5054 Indre Fosen;Hasselvika ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332258;243946,5119;7065629,152;FV718 S2D1 m4452;F;V;718;2;1;False;Nei;K;MED;4451.64;72383;0.20915826;0.20915826@72383;POINT Z (243945.94 7065628.897 26.726);5973;5054;0.627;1024045535;836;85311487;80;9080.333
16.01.2026;2026;5035 Stjørdal;Ydstines;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332158;300098,817;7042497,822;KV7775 S1D1 m554;K;V;7775;1;1;False;Nei;K;MED;554.077;2102205;0.78558969;0.78558969@2102205;POINT Z (300101.805 7042497.919 4.23);5973;5035;2.99;;;323120736;50;
15.01.2026;2026;5055 Heim;Lernes;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332251;206159,0089;7036768,483;FV6430 S1D1 m6305;F;V;6430;1;1;False;Nei;K;MED;6304.689;72499;0.63553797;0.63553797@72499;POINT Z (206158.786 7036768.458 25.299);5973;5055;0.224;1024045805;600;85311560;60;9827.572
15.01.2026;2026;5054 Indre Fosen;Markabygdveien ( Kårli);Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332010;253607,9074;7054691,436;FV6384 S2D1 m9125;F;V;6384;2;1;False;Nei;K;MED;9125.256;72457;0.92900914;0.92900914@72457;POINT Z (253605.224 7054693.393 100.859);5973;5054;3.321;1024045646;260;85309987;60;7061.0
15.01.2026;2026;5001 Trondheim;bynesveien;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331988;267979,9473;7043333,492;FV715 S1D1 m1752;F;V;715;1;1;False;Nei;K;MED;1752.425;72852;0.55250659;0.55250659@72852;POINT Z (267989.819 7043349.333 33.253);5973;5001;18.665;1024046571;4800;85312229;60;2337.255
15.01.2026;2026;5006 Steinkjer;5 - Litltrøberget;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332933;322518,5088;7111724,899;FV6982 S2D1 m8057;F;V;6982;2;1;False;Nei;K;MED;8057.306;578407;0.88160146;0.88160146@578407;POINT Z (322518.904 7111724.785 55.097);5973;5006;0.412;1024045941;260;126283094;60;1130.348
15.01.2026;2026;5006 Steinkjer;2 - Skogli;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332926;334466,4811;7093189,126;KV1280 S1D1 m1396;K;V;1280;1;1;False;Nei;K;MED;1395.831;552894;0.55605702;0.55605702@552894;POINT Z (334466.486 7093189.128 180.796);5973;5006;0.005;;;83591746;40;
15.01.2026;2026;5006 Steinkjer;4 - Lundelvbrua;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332924;327753,7149;7105519,148;EV6 S90D1 m3489;E;V;6;90;1;False;Nei;K;MED;3488.69;578603;0.06064564;0.06064564@578603;POINT Z (327752.292 7105519.418 28.435);5973;5006;1.449;1022805638;7000;86973560;80;2008.71
15.01.2026;2026;5021 Oppdal;e6 nord for gisnabru;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331931;241055,7563;6961664,755;EV6 S64D1 m5610;E;V;6;64;1;False;Nei;K;MED;5610.127;72149;0.37147753;0.37147753@72149;POINT Z (241057.114 6961663.525 500.601);5973;5021;1.833;1022805754;4400;85311131;70;13248.23
14.01.2026;2026;5059 Orkland;Meldal sentrum, Meldal.;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1331981;232733,2951;7001770,431;FV6502;F;V;6502;;;;;;;;3897933;0.54691273;0.54691273@3897933;POINT Z (232732.552 7001769.556 136.666);5973;5059;1.148;1024046709;470;85310190;40;6203.631
14.01.2026;2026;5055 Heim;Grønset;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332250;192589,846;7021958,842;PV1357 S24D1 m50;P;V;1357;24;1;False;Nei;K;MED;49.646;49444;0.76783796;0.76783796@49444;POINT Z (192592.516 7021948.831 19.224);5973;5055;10.361;;;85284126;50;
14.01.2026;2026;5056 Hitra;Slåttavik;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332227;211876,2811;7054873,385;FV714 S6D1 m5913;F;V;714;6;1;False;Nei;K;MED;5912.637;72348;0.45257104;0.45257104@72348;POINT Z (211875.607 7054874.584 20.002);5973;5056;1.375;1024046202;1980;1026248648;80;7341.285
14.01.2026;2026;5060 Nærøysund;Lauøya , grendahuset;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1331912;325818,6987;7204999,089;FV7086 S1D1 m5011;F;V;7086;1;1;False;Nei;K;MED;5010.87;578500;0.83055478;0.83055478@578500;POINT Z (325816.716 7204999.702 3.765);5973;5060;2.076;1024045942;200;86974524;50;1452.0
14.01.2026;2026;5006 Steinkjer;3 - Tiltnes ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332923;344508,5126;7115394,868;FV763 S3D1 m6686;F;V;763;3;1;False;Nei;K;MED;6685.545;578178;0.20898475;0.20898475@578178;POINT Z (344508.416 7115395.05 37.944);5973;5006;0.206;1024046433;500;86973666;80;30114.888
14.01.2026;2026;5001 Trondheim;Håkon syvenes gate ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331907;274160,1592;7042283,993;FV6668 S1D1 m3584;F;V;6668;1;1;False;Nei;K;MED;3584.032;41782;0.25291788;0.25291788@41782;POINT Z (274162.916 7042288.032 25.184);5973;5001;4.89;1024045799;12000;85283257;50;146.129
14.01.2026;2026;5035 Stjørdal;Avelsgård;Rådyr;Hann;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1332101;308766,7712;7043150,12;EV14 S3D1 m2112;E;V;14;3;1;False;Nei;K;MED;2112.455;578622;0.25865067;0.25865067@578622;POINT Z (308768.671 7043154.893 19.373);5973;5035;5.137;1022805906;3940;761648979;70;2856.168
14.01.2026;2026;5057 Ørland;Ervik, Bjugn;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331903;240368,2002;7080357,263;FV710 S9D1 m2292;F;V;710;9;1;False;Nei;K;MED;2292.069;72839;0.91238429;0.91238429@72839;POINT Z (240356.142 7080369.45 32.019);5973;5057;17.144;1024046346;4100;85311750;60;2136.149
14.01.2026;2026;5001 Trondheim;engesåsvei ;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331902;277133,6702;7035336,414;FV6678 S1D1 m2353;F;V;6678;1;1;False;Nei;K;MED;2353.025;42838;0.3753259;0.3753259@42838;POINT Z (277122.28 7035333.617 166.576);5973;5001;11.729;1024046851;882;197968763;60;6252.217
14.01.2026;2026;5057 Ørland;hellesvika;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331921;249611,509;7093936,698;FV6348 S1D1 m1643;F;V;6348;1;1;False;Nei;K;MED;1642.586;72434;0.64348098;0.64348098@72434;POINT Z (249612.568 7093936.579 38.773);5973;5057;1.066;1024046842;140;209024341;80;2552.954
14.01.2026;2026;5007 Namsos;Salsnes, Namsos ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1331938;330322,8681;7178839,806;FV769 S5D1 m678;F;V;769;5;1;False;Nei;K;MED;677.504;1685854;0.40377433;0.40377433@1685854;POINT Z (330322.373 7178840.853 15.092);5973;5007;1.158;1024046468;411;264308753;60;27522.008
14.01.2026;2026;5007 Namsos;Salsnes, Namsos ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1331939;330872,59;7180469,856;FV769 S5D1 m3084;F;V;769;5;1;False;Nei;K;MED;3084.024;578675;0.33708379;0.33708379@578675;POINT Z (330871.901 7180472.139 39.197);5973;5007;2.385;1024046468;411;264308754;80;27522.008
14.01.2026;2026;5028 Melhus;Korea Ler;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331862;264058,6;7015483,291;EV6 S71D1 m4592;E;V;6;71;1;False;Nei;K;MED;4592.498;72152;0.71030927;0.71030927@72152;POINT Z (264058.703 7015483.329 38.159);5973;5028;0.11;1022805364;11000;85310998;70;5601.431
14.01.2026;2026;5061 Rindal;Saga skysstasjon;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331873;206756,4696;7004168,527;FV6164 S1D1 m1342;F;V;6164;1;1;False;Nei;K;MED;1342.364;249383;0.21204328;0.21204328@249383;POINT Z (206756.343 7004169.327 84.633);5973;5061;0.81;1024047043;1060;80541772;60;2371.326
14.01.2026;2026;5006 Steinkjer;1- Trettenget;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332922;330584,9992;7094640,863;FV6952 S1D1 m5053;F;V;6952;1;1;False;Nei;K;MED;5053.201;578390;0.60332604;0.60332604@578390;POINT Z (330583.071 7094642.13 83.176);5973;5006;2.307;1024046652;280;86973358;80;5291.08
13.01.2026;2026;5007 Namsos;Lænn;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1331937;330530,0509;7157434,469;FV769 S1D1 m7816;F;V;769;1;1;False;Nei;K;MED;7816.291;1996599;0.20979481;0.20979481@1996599;POINT Z (330532.088 7157434.145 33.12);5973;5007;2.063;1024045598;2600;264308750;80;2199.918
13.01.2026;2026;5059 Orkland;Åmyran, Snillfjord;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331808;226570,9434;7043094,101;FV714 S3D1 m3621;F;V;714;3;1;False;Nei;K;MED;3620.629;2779246;0.86860117;0.86860117@2779246;POINT Z (226571.638 7043094.287 70.582);5973;5059;0.719;1024045884;1600;839824453;80;2750.33
13.01.2026;2026;5029 Skaun;Lia;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331820;251628,5104;7023846,355;FV709 S2D1 m487;F;V;709;2;1;False;Nei;K;MED;487.112;72322;0.79362571;0.79362571@72322;POINT Z (251627.085 7023846.346 98.6);5973;5029;1.425;1024045944;1240;85312278;60;1219.001
13.01.2026;2026;5054 Indre Fosen;Hogsdalsveien;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331821;265106,7346;7077539,06;FV715 S8D1 m2587;F;V;715;8;1;False;Nei;K;MED;2586.512;72857;0.26116572;0.26116572@72857;POINT Z (265110.593 7077540.181 137.866);5973;5054;4.018;1024046601;1720;843859023;80;13505.125
13.01.2026;2026;5054 Indre Fosen;Gangstad;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331881;285106,9244;7078777,236;FV755 S5D1 m3676;F;V;755;5;1;False;Nei;K;MED;3675.556;578146;0.69939815;0.69939815@578146;POINT Z (285106.795 7078787.26 272.894);5973;5054;10.025;1024045738;392;86974453;80;15510.631
13.01.2026;2026;5042 Lierne;Støvika;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332224;429652,8293;7150308,976;FV74 S7D1 m6820;F;V;74;7;1;False;Nei;K;MED;6819.509;578121;0.38688664;0.38688664@578121;POINT Z (429657.65 7150316.417 420.888);5973;5042;8.866;1024046214;550;86975084;80;9340.78
13.01.2026;2026;5006 Steinkjer;6 - Hegge ;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332919;353573,8104;7122604,563;EV6 S93D1 m4628;E;V;6;93;1;False;Nei;K;MED;4627.884;578606;0.66446907;0.66446907@578606;POINT Z (353574.032 7122603.636 63.2);5973;5006;0.954;1022805388;2600;86974900;80;31163.243
13.01.2026;2026;5001 Trondheim;væresleta ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1331760;278780,3406;7041145,727;FV950 S1D127 m1393;F;V;950;1;127;False;Nei;G;MED;1393.174;3920214;0.8268576;0.8268576@3920214;POINT Z (278779.406 7041147.295 16.469);5973;5001;1.825;;;;;
13.01.2026;2026;5001 Trondheim;vestopfarten ;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1331764;268296,4226;7042005,519;KV6260 S1D1 m853;K;V;6260;1;1;False;Nei;K;MED;853.489;42349;0.40548467;0.40548467@42349;POINT Z (268297.031 7042009.004 59.789);5973;5001;3.538;1015073645;2900;641671985;50;1352.674
13.01.2026;2026;5036 Frosta;Fossbakken, Lutdalsvegen;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331749;295008,0803;7062837,513;KV17073 S1D1 m1449;K;V;17073;1;1;False;Nei;K;MED;1448.921;554013;0.53796773;0.53796773@554013;POINT Z (295008.046 7062837.391 113.607);5973;5036;0.127;;;86965459;80;
13.01.2026;2026;5057 Ørland;Bjugn;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1331752;242632,6186;7081044,091;FV710 S9D1 m4833;F;V;710;9;1;False;Nei;K;MED;4833.463;3112541;0.08627147;0.08627147@3112541;POINT Z (242633.193 7081042.673 36.733);5973;5057;1.53;1024045593;4000;913566787;70;2140.848
13.01.2026;2026;5057 Ørland;Tinnbubakken;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332756;240527,9545;7080516,834;FV710 S9D1 m2518;F;V;710;9;1;False;Nei;K;MED;2518.247;72839;0.93502762;0.93502762@72839;POINT Z (240524.081 7080521.279 25.354);5973;5057;5.896;1024046346;4100;85311750;60;2136.149
13.01.2026;2026;5046 Høylandet;nord for Bjøråa;Havørn;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332072;374494,273;7202620,782;FV17 S21D1 m1010;F;V;17;21;1;False;Nei;K;MED;1009.589;578105;0.1055793;0.1055793@578105;POINT Z (374496.008 7202616.824 12.24);5973;5046;4.321;1024045551;877;86975713;80;20270.708
12.01.2026;2026;5060 Nærøysund;Kråmyra;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331733;325504,5566;7196402,191;FV770 S6D1 m7696;F;V;770;6;1;False;Nei;K;MED;7695.738;578682;0.90414033;0.90414033@578682;POINT Z (325503.265 7196408.195 20.792);5973;5060;6.141;1024046270;2500;1015470503;80;1458.0
12.01.2026;2026;5053 Inderøy;Venneshamn.;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331720;305694,7535;7089346,246;FV6918 S1D1 m4943;F;V;6918;1;1;False;Nei;K;MED;4942.682;578357;0.51011334;0.51011334@578357;POINT Z (305695.128 7089346.07 6.424);5973;5053;0.414;1024046955;300;86974952;60;8196.302
12.01.2026;2026;5053 Inderøy;Giplingbakken ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331721;303327,0732;7090630,674;FV6918 S1D1 m8030;F;V;6918;1;1;False;Nei;K;MED;8030.14;578357;0.82918275;0.82918275@578357;POINT Z (303326.407 7090629.057 21.494);5973;5053;1.749;1024046955;300;1017320685;60;8196.302
12.01.2026;2026;5021 Oppdal;fagerhaug;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1331717;235621,5868;6956817,11;EV6 S63D1 m8073;E;V;6;63;1;False;Nei;K;MED;8073.25;72148;0.56974018;0.56974018@72148;POINT Z (235618.905 6956831.051 545.771);5973;5021;14.197;1022805754;4400;85311134;80;13248.23
12.01.2026;2026;5060 Nærøysund;dragsbakkan;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331716;315456,6043;7205812,128;FV770 S10D1 m4795;F;V;770;10;1;False;Nei;K;MED;4794.54;578684;0.53862917;0.53862917@578684;POINT Z (315453.747 7205809.849 26.465);5973;5060;3.655;1024046636;500;171847298;80;5838.142
12.01.2026;2026;5006 Steinkjer;7 - Sandbrøyta;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332918;314484,5512;7110145,882;FV6924 S1D1 m1069;F;V;6924;1;1;False;Nei;K;MED;1068.716;578364;0.11030706;0.11030706@578364;POINT Z (314484.259 7110146.377 113.839);5973;5006;0.575;1024047011;371;86975118;50;9765.95
12.01.2026;2026;5006 Steinkjer;2- Brumyra;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332912;332452,7754;7103412,548;FV762 S2D1 m4215;F;V;762;2;1;False;Nei;K;MED;4214.993;578661;0.51387863;0.51387863@578661;POINT Z (332452.167 7103412.994 39.723);5973;5006;0.755;1024046321;1100;86973750;80;4553.03
12.01.2026;2026;5007 Namsos;skjeftmoen;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331707;316279,9254;7124679,947;FV17 S4D1 m2012;F;V;17;4;1;False;Nei;K;MED;2011.685;578099;0.65967705;0.65967705@578099;POINT Z (316290.751 7124681.155 74.385);5973;5007;10.892;1024046292;2310;86974054;80;6615.941
12.01.2026;2026;5055 Heim;Fjelnset;Hjort;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332248;198474,5974;7021821,544;SV6 S2D1 m273;S;V;6;2;1;False;Nei;K;MED;273.352;70684;0.46334258;0.46334258@70684;POINT Z (198473.212 7021821.046 80.433);5973;5055;1.472;;;79569863;50;
12.01.2026;2026;5054 Indre Fosen;Rørvikveien;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331672;261479,98;7054645,105;FV715 S4D1 m5521;F;V;715;4;1;False;Nei;K;MED;5521.059;578645;0.20123687;0.20123687@578645;POINT Z (261477.931 7054645.248 44.126);5973;5054;2.054;1024045666;2160;86974299;80;6339.953
12.01.2026;2026;5054 Indre Fosen;Løddberget;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331880;264154,8462;7056304,839;FV755 S10D1 m6830;F;V;755;10;1;False;Nei;K;MED;6829.827;578150;0.31031681;0.31031681@578150;POINT Z (264152.831 7056294.914 38.212);5973;5054;10.127;1024045964;697;460118300;60;28148.139
12.01.2026;2026;5006 Steinkjer;5-Lunde;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1331741;327592,8739;7111483,934;FV17 S1D1 m3228;F;V;17;1;1;False;Nei;K;MED;3227.711;578625;0.33074046;0.33074046@578625;POINT Z (327592.019 7111483.781 70.677);5973;5006;0.868;1024047044;3800;86974260;80;3671.029
12.01.2026;2026;5006 Steinkjer;5-Sør-Rones;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1331740;316406,3784;7106952,707;FV6984 S1D1 m5042;F;V;6984;1;1;False;Nei;K;MED;5041.927;578409;0.53283786;0.53283786@578409;POINT Z (316404.836 7106952.888 63.47);5973;5006;1.553;1024045843;220;842847955;80;11420.206
12.01.2026;2026;5006 Steinkjer;7-Nesvoll;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331739;313866,3521;7103249,223;FV720 S11D1 m4501;F;V;720;11;1;False;Nei;K;MOT;4500.726;578647;0.87302283;0.87302283@578647;POINT Z (313865.902 7103250.061 5.076);5973;5006;0.951;1024046114;735;86975690;60;13591.844
11.01.2026;2026;5029 Skaun;Besset;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331698;251266,0682;7027422,326;FV6632 S1D1 m2160;F;V;6632;1;1;False;Nei;K;MED;2160.109;72663;0.60954069;0.60954069@72663;POINT Z (251266.23 7027422.342 169.616);5973;5029;0.163;1024046699;236;85311964;60;3541.905
11.01.2026;2026;5060 Nærøysund;marøya;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331638;321698,7039;7196847,373;FV770 S7D1 m3159;F;V;770;7;1;False;Nei;K;MED;3158.778;578683;0.35182534;0.35182534@578683;POINT Z (321699.396 7196848.819 19.233);5973;5060;1.603;1024045548;3980;1015423493;60;1837.913
11.01.2026;2026;5057 Ørland;Sæter;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332755;244075,301;7080698,241;FV6360 S1D1 m193;F;V;6360;1;1;False;Nei;K;MED;193.299;72442;0.04439651;0.04439651@72442;POINT Z (244070.584 7080697.636 8.561);5973;5057;4.756;1024047150;1500;177610113;50;275.462
11.01.2026;2026;5045 Grong;E6 ved Røttesdal;Elg;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331893;370284;7149179;EV6 S97D1 m6362;E;V;6;97;1;False;Nei;K;MED;6362.282;578609;0.63295788;0.63295788@578609;POINT Z (370284.492 7149179.589 75.066);5973;5045;0.767;1022805567;2700;86973891;90;8320.824
11.01.2026;2026;5053 Inderøy;Gangstad.;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331607;321239,0621;7097592,688;FV761 S1D1 m10917;F;V;761;1;1;False;Nei;K;MED;10917.085;578168;0.20439981;0.20439981@578168;POINT Z (321239.823 7097591.18 30.685);5973;5053;1.689;1024046552;2890;171041436;80;2071.0
11.01.2026;2026;5021 Oppdal;Nergjerdet;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1331603;240450,8618;6960334,993;EV6 S64D1 m4138;E;V;6;64;1;False;Nei;K;MED;4137.683;72149;0.21139954;0.21139954@72149;POINT Z (240438.624 6960343.412 526.909);5973;5021;14.854;1022805754;4400;85311131;70;13248.23
11.01.2026;2026;5053 Inderøy;Kvistad;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331632;316525,2057;7089748,006;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
11.01.2026;2026;5021 Oppdal;festa;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1331581;217120,6945;6954926,833;RV70 S2D1 m5065;R;V;70;2;1;False;Nei;K;MED;5065.136;72285;0.19026978;0.19026978@72285;POINT Z (217122.096 6954930.926 595.993);5973;5021;4.327;1022805719;2800;85311128;70;12520.797
11.01.2026;2026;5055 Heim;Berg;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332247;205109,0717;7035346,851;FV6430 S1D1 m4496;F;V;6430;1;1;False;Nei;K;MED;4496.346;72499;0.45364251;0.45364251@72499;POINT Z (205109.524 7035346.549 9.954);5973;5055;0.543;1024045805;600;85311561;60;9827.572
11.01.2026;2026;5035 Stjørdal;Trøyta;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000548033;1331597;304630,5009;7043366,057;EV14 S2D1 m6450;E;V;14;2;1;False;Nei;K;MED;6450.421;578621;0.82132876;0.82132876@578621;POINT Z (304630.334 7043363.479 11.931);5973;5035;2.584;1022805448;5460;86975245;70;4149.945
10.01.2026;2026;5038 Verdal;Volen-Leirådal;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332102;335718,2901;7075968,672;FV757 S2D1 m7202;F;V;757;2;1;False;Nei;K;MED;7201.683;578656;0.08726236;0.08726236@578656;POINT Z (335719.226 7075970.804 18.524);5973;5038;2.329;1024046612;1800;86974776;80;2344.601
10.01.2026;2026;5047 Overhalla;tranmyr;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331562;346872,7803;7153052,888;FV17 S11D1 m3905;F;V;17;11;1;False;Nei;K;MED;3905.369;578101;0.83596491;0.83596491@578101;POINT Z (346873.636 7153051 29.233);5973;5047;2.073;1024046023;3000;86973912;80;2518.24
10.01.2026;2026;5060 Nærøysund;lissvea;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1331637;329989,6394;7196623,43;FV770 S6D1 m3124;F;V;770;6;1;False;Nei;K;MED;3123.637;578682;0.4412072;0.4412072@578682;POINT Z (329989.163 7196615.379 34.75);5973;5060;8.065;1024046011;2300;1015470503;80;7349.897
