Vegobjekt_540_id,Art,årstid,lysforhold,"ÅDT, total_avg",Vegobjekt_540_lengde_avg,UTM_nord_int_avg,UTM33_øst_int_avg,antall_kollisjoner,frekvens,årsrisiko,samanlikning_yrke
1024046011.0,Rådyr,haust,Natt,2300,7350,7196614,331544,6,0.0011668753266643166,0.1750312989996475,>5x høgare risiko enn høgrisikoyrke
1024046122.0,Rådyr,haust,Skumring,3800,3178,7196460,322854,2,0.0005444786911458237,0.08167180367187354,>2x høgare risiko enn høgrisikoyrke
1024045633.0,Rådyr,haust,Natt,359,13203,6987046,264297,2,0.0013872390498220575,0.20808585747330863,>10x høgare risiko enn høgrisikoyrke
1024046664.0,Rådyr,haust,Skumring,500,6970,7078211,248358,2,0.00188675537037401,0.2830133055561015,>10x høgare risiko enn høgrisikoyrke
1024045895.0,Hjort,haust,Natt,1490,19621,7044701,246679,3,0.0003373667132643506,0.05060500698965259,>2x høgare risiko enn høgrisikoyrke
1024045894.0,Rådyr,haust,Natt,1580,11332,7031244,202072,2,0.00036724401301977956,0.05508660195296693,>2x høgare risiko enn høgrisikoyrke
1024045748.0,Elg,haust,Skumring,2040,11101,7083170,248625,3,0.0004355292889454464,0.06532939334181696,>2x høgare risiko enn høgrisikoyrke
1024045639.0,Rådyr,haust,Natt,770,24849,7204623,353815,2,0.00034365188939916184,0.05154778340987427,>2x høgare risiko enn høgrisikoyrke
1024045535.0,Rådyr,haust,Natt,836,9080,7061813,245519,4,0.0017324321991003479,0.25986482986505216,>10x høgare risiko enn høgrisikoyrke
1024045936.0,Rådyr,haust,Skumring,2000,4334,7151921,369327,2,0.0007585766573319594,0.11378649859979391,>5x høgare risiko enn høgrisikoyrke
1024045705.0,Rådyr,haust,Natt,2300,7392,6939327,310083,2,0.00038674845107245344,0.05801226766086802,>2x høgare risiko enn høgrisikoyrke
1024045807.0,Rådyr,haust,Natt,1600,11321,7059056,261062,2,0.0003630058335037444,0.05445087502556166,>2x høgare risiko enn høgrisikoyrke
1022805916.0,Rådyr,haust,Natt,1660,9285,7021716,191438,2,0.0004266073966790214,0.06399110950185322,>2x høgare risiko enn høgrisikoyrke
1022805364.0,Rådyr,haust,Natt,11000,5601,7013366,263635,2,0.00010672351472551045,0.01600852720882657,"Renhaldarar, hjelpearbeidarar mv."
1024046392.0,Rådyr,haust,Natt,4130,3702,7078911,239055,6,0.0012901884981523157,0.19352827472284734,>5x høgare risiko enn høgrisikoyrke
1024046069.0,Rådyr,haust,Natt,550,4317,7076804,245340,2,0.0027693231687634192,0.4153984753145129,>10x høgare risiko enn høgrisikoyrke
1024045964.0,Rådyr,haust,Skumring,697,28148,7059846,273714,3,0.0005027236492043866,0.07540854738065798,>2x høgare risiko enn høgrisikoyrke
1024046694.0,Hjort,haust,Skumring,338,29036,7037937,215652,2,0.0006699847063707718,0.10049770595561576,>2x høgare risiko enn høgrisikoyrke
1024045748.0,Rådyr,haust,Skumring,2040,11101,7082825,250228,3,0.0004355292889454464,0.06532939334181696,>2x høgare risiko enn høgrisikoyrke
1024046018.0,Rådyr,haust,Natt,4870,1927,7026213,239462,2,0.0007006606076359424,0.10509909114539136,>5x høgare risiko enn høgrisikoyrke
1024045783.0,Rådyr,haust,Natt,866,17686,7187816,327490,2,0.0004293098614653926,0.0643964792198089,>2x høgare risiko enn høgrisikoyrke
1024046244.0,Rådyr,haust,Natt,507,5116,7020547,297715,3,0.0038025167971426368,0.5703775195713955,>10x høgare risiko enn høgrisikoyrke
1024046995.0,Rådyr,haust,Natt,300,6589,7059047,250794,2,0.003326424073331019,0.49896361099965286,>10x høgare risiko enn høgrisikoyrke
1022805754.0,Rådyr,haust,Natt,4400,13248,6959150,238200,3,0.00016920244734419838,0.025380367101629758,1-2x høgare risiko enn høyrisikoyrke
1024045805.0,Hjort,haust,Skumring,600,9828,7038480,206789,2,0.0011150696082202931,0.16726044123304398,>5x høgare risiko enn høgrisikoyrke
1022805388.0,Rådyr,haust,Natt,2600,31163,7122159,351190,3,0.00012172983368627659,0.01825947505294149,"Bønder, fiskarar mv."
1024045715.0,Elg,haust,Natt,205,14436,6987450,261768,2,0.002221864872288596,0.3332797308432894,>10x høgare risiko enn høgrisikoyrke
1024045906.0,Rådyr,haust,Skumring,400,16391,7081543,238910,2,0.0010028891565117175,0.15043337347675761,>5x høgare risiko enn høgrisikoyrke
1024045735.0,Elg,haust,Natt,1470,5062,7067503,265091,3,0.0013254707878940777,0.19882061818411165,>5x høgare risiko enn høgrisikoyrke
1022805395.0,Hjort,haust,Natt,2080,5925,7011507,161646,4,0.0010670792706513185,0.16006189059769776,>5x høgare risiko enn høgrisikoyrke
1022805388.0,Elg,haust,Natt,2600,31163,7119314,345811,4,0.00016230644491503545,0.024345966737255316,1-2x høgare risiko enn høyrisikoyrke
1024046433.0,Rådyr,haust,Natt,500,30115,7118799,354796,3,0.0006550233238339789,0.09825349857509683,>2x høgare risiko enn høgrisikoyrke
1024045877.0,Rådyr,haust,Skumring,1800,5465,7035402,259456,2,0.000668429649868194,0.1002644474802291,>2x høgare risiko enn høgrisikoyrke
1024046627.0,Rådyr,haust,Natt,1520,4701,7100050,266212,2,0.0009202048928214356,0.13803073392321533,>5x høgare risiko enn høgrisikoyrke
1022805904.0,Elg,haust,Skumring,8480,3885,7066900,307949,3,0.0002993799840530262,0.04490699760795393,>2x høgare risiko enn høgrisikoyrke
1022805828.0,Hjort,haust,Natt,3400,5232,7040692,311753,2,0.0003696338407173854,0.05544507610760781,>2x høgare risiko enn høgrisikoyrke
1022805618.0,Rådyr,haust,Natt,9000,2598,7091082,325330,2,0.00028121385962507164,0.04218207894376075,>2x høgare risiko enn høgrisikoyrke
1022805470.0,Rådyr,haust,Skumring,7070,4799,7043574,299959,3,0.0002906962789168458,0.04360444183752687,>2x høgare risiko enn høgrisikoyrke
1022805470.0,Rådyr,haust,Natt,7070,4799,7043676,299788,2,0.0001937975192778972,0.02906962789168458,1-2x høgare risiko enn høyrisikoyrke
1024045612.0,Rådyr,haust,Natt,1540,6737,7001976,231416,3,0.0009506537553450838,0.14259806330176256,>5x høgare risiko enn høgrisikoyrke
1024045967.0,Rådyr,haust,Natt,950,3693,7111122,339742,2,0.0018741979750462254,0.2811296962569338,>10x høgare risiko enn høgrisikoyrke
1024045862.0,Rådyr,haust,Skumring,350,10705,7105998,339958,2,0.0017549456103965902,0.26324184155948854,>10x høgare risiko enn høgrisikoyrke
1022805677.0,Rådyr,haust,Natt,3590,8567,6947926,224897,2,0.0002137938271833854,0.03206907407750781,1-2x høgare risiko enn høyrisikoyrke
1024046045.0,Elg,haust,Natt,619,15466,7083306,299986,2,0.0006868307369266542,0.10302461053899813,>2x høgare risiko enn høgrisikoyrke
1024046537.0,Rådyr,haust,Natt,500,4923,7064552,307312,2,0.002671274615378194,0.4006911923067291,>10x høgare risiko enn høgrisikoyrke
1024046936.0,Rådyr,haust,Natt,175,5832,7206790,309110,2,0.006442624403050583,0.9663936604575873,>10x høgare risiko enn høgrisikoyrke
1024045894.0,Rådyr,haust,Skumring,1580,11332,7031201,201958,3,0.0005508660195296693,0.0826299029294504,>2x høgare risiko enn høgrisikoyrke
