Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde;snow_depth;max_temperature;min_temperature;mean_temperature;total_precipitation;max_wind_speed;mean_wind_speed;max_wind_gust;precipitation_type;weather_station_id;Måned;monthly_snow_depth;monthly_mean_temperature;monthly_mean_wind_speed
2026-01-22;2026;5060 Nærøysund;Dyrneset;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332777;329977,538;7192062,646;FV769 S9D1 m2422;F;V;769.0;9.0;1.0;False;Nei;K;MED;2422.151;578204.0;0.14522923;0.14522923@578204;POINT Z (329973.917 7192067.378 10.1);5973.0;5060.0;5.958;1024046721.0;700.0;264308785.0;80.0;4821.912;;;;-0.9;;;;;;SN75190;1;;-3.457142857142857;6.0
2026-01-23;2026;5059 Orkland;Jerpstad Meldal ;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332605;233937,8809;6995154,631;KV7008 S1D1 m180;K;V;7008.0;1.0;1.0;False;Nei;K;MED;179.843;44022.0;0.14730837;0.14730837@44022;POINT Z (233937.2 6995154.631 162.135);5973.0;5059.0;0.681;1013123325.0;200.0;85287389.0;30.0;360.0;;;;;;;;;;;1;;-3.5;3.1
2026-01-21;2026;5053 Inderøy;krokskorsen.;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332450;322516,4173;7098335,811;FV761 S1D1 m12419;F;V;761.0;1.0;1.0;False;Nei;K;MED;12419.463;578168.0;0.53337712;0.53337712@578168;POINT Z (322516.682 7098334.05 9.233);5973.0;5053.0;1.781;1024046351.0;3300.0;171041436.0;80.0;2137.762;;;;-5.4;;;;;;SN69640;1;;-7.341666666666666;
2026-01-21;2026;5037 Levanger;Leira E6;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332494;309220,5013;7067795,202;EV6 S84D1 m2672;E;V;6.0;84.0;1.0;False;Nei;K;MED;2671.874;1742835.0;0.22559564;0.22559564@1742835;POINT Z (309221.941 7067794.415 37.92);5973.0;5037.0;1.64;1022805904.0;8480.0;905755262.0;90.0;3884.691;;;;-5.4;;;;;;SN69640;1;4.0;-8.3125;1.25
2026-01-21;2026;5006 Steinkjer;3- Bindesberget;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1333042;339130,5733;7111564,276;KV5315 S1D1 m817;K;V;5315.0;1.0;1.0;False;Nei;K;MED;816.592;552932.0;0.29042606;0.29042606@552932;POINT Z (339130.447 7111564.134 94.658);5973.0;5006.0;0.19;;;80537271.0;50.0;;3.0;;;;0 mm;;;;;SN70820;1;11.928571428571429;-7.045;1.5
2026-01-22;2026;5059 Orkland;Fremstad, Agdenes;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000445310.0;1332544;234920,6446;7064987,19;FV6422 S1D1 m3545;F;V;6422.0;1.0;1.0;False;Nei;K;MED;3544.549;72490.0;0.42581946;0.42581946@72490;POINT Z (234921.783 7064987.166 15.441);5973.0;5059.0;1.139;1024045546.0;450.0;265922493.0;60.0;890.041;;;;;;;;;;;1;;-3.5;3.1
2026-01-24;2026;5028 Melhus;Fremovegen Ler;Rådyr;Hunn;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332767;265956,3511;7016322,997;FV6594 S1D1 m2584;F;V;6594.0;1.0;1.0;False;Nei;K;MED;2583.545;72875.0;0.25926601;0.25926601@72875;POINT Z (265956.624 7016322.71 76.823);5973.0;5028.0;0.395;1024045869.0;703.0;85311985.0;50.0;10534.466;8.0;;;;0 mm;;;;;SN68270;1;27.4;-9.95;
2026-01-23;2026;5022 Rennebu;Berkåk;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332655;245483,6947;6976365,362;FV700 S7D1 m6974;F;V;700.0;7.0;1.0;False;Nei;K;MED;6973.793;72296.0;0.94342716;0.94342716@72296;POINT Z (245485.622 6976354.034 411.187);5973.0;5022.0;11.491;1024046253.0;1440.0;85310298.0;50.0;3249.87;;;;-8.6;;;;;;SN67340;1;36.6;-13.7;
2026-01-21;2026;5059 Orkland;Jerpstad Meldal ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332504;233056,3001;6995678,914;FV700 S4D1 m6114;F;V;700.0;4.0;1.0;False;Nei;K;MED;6114.008;72831.0;0.62842516;0.62842516@72831;POINT Z (233059.53 6995680.918 152.421);5973.0;5059.0;3.801;1024046640.0;1800.0;85311069.0;70.0;6784.021;;;;;;;;;;;1;;-3.5;3.1
2026-01-25;2026;5056 Hitra;Barman;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332766;194839,4636;7070889,314;FV714 S11D1 m219;F;V;714.0;11.0;1.0;False;Nei;K;MED;219.113;3651136.0;0.34900699;0.34900699@3651136;POINT Z (194843.791 7070895.619 31.726);5973.0;5056.0;7.647;1024046398.0;2080.0;1018198273.0;80.0;5404.362;;;;-6.7;;;;;;SN65530;1;4.0;-0.3;5.1
2026-01-22;2026;5056 Hitra;Skjevika;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332764;210219,5944;7059764,119;FV6440 S1D1 m4502;F;V;6440.0;1.0;1.0;False;Nei;K;MED;4502.186;72510.0;0.45213277;0.45213277@72510;POINT Z (210219.69 7059763.822 7.525);5973.0;5056.0;0.312;1024045611.0;800.0;85311185.0;60.0;4754.185;;4.9 degC;-0.7 degC;2.6;0 mm;9.9 m/s;4.4;12.4 m/s;;SN65451;1;4.0;-0.3;5.1
2026-01-21;2026;5057 Ørland;skavdalen, Bjugn;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332404;244528,0579;7079011,72;;;;;;;;;;;;;;;;;;;324914522.0;2500.0;78697179.0;50.0;197.073;0.0;1.9 degC;0.3 degC;1.2;0 mm;21.3 m/s;13.9;26.8 m/s;;SN71550;1;1.2857142857142858;-1.9571428571428573;8.685714285714287
2026-01-24;2026;5057 Ørland;grandeveien, Brekstad;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332699;233274,8562;7072817;FV6400 S1D1 m3195;F;V;6400.0;1.0;1.0;False;Nei;K;MED;3195.473;72472.0;0.31102661;0.31102661@72472;POINT Z (233274.562 7072817.892 7.695);5973.0;5057.0;0.94;1024045796.0;1100.0;85311887.0;80.0;1187.0;0.0;-2.1 degC;-4.6 degC;-3.4;0 mm;11.5 m/s;8.6;17.3 m/s;;SN71550;1;1.2857142857142858;-1.9571428571428573;8.685714285714287
2026-01-20;2026;5054 Indre Fosen;Leira;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332406;252222,5753;7062217,941;FV720 S2D1 m8598;F;V;720.0;2.0;1.0;False;Nei;K;MED;8597.561;72855.0;0.8725478;0.8725478@72855;POINT Z (252224.213 7062216.568 17.916);5973.0;5054.0;2.137;1024045937.0;1160.0;85312224.0;60.0;3331.647;;0.7 degC;-2.4 degC;0.0;;3.4 m/s;2.2;;;SN71320;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-21;2026;5021 Oppdal;engan;Hjort;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1332391;220866,8813;6939563,256;EV6 S60D1 m8504;E;V;6.0;60.0;1.0;False;Nei;K;MED;8503.586;72147.0;0.01161538;0.01161538@72147;POINT Z (220862.055 6939565.959 636.052);5973.0;5021.0;5.531;1022805650.0;2370.0;85311142.0;80.0;5879.678;;-4.4 degC;-11.6 degC;-6.3;0 mm;15.8 m/s;12.6;22.3 m/s;;SN63820;1;33.55;-10.91;6.375
2026-01-20;2026;5054 Indre Fosen;Tømmerdalen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332315;280637,1714;7063606,889;FV755 S8D1 m4030;F;V;755.0;8.0;1.0;False;Nei;K;MED;4029.52;578148.0;0.01508873;0.01508873@578148;POINT Z (280637.573 7063606.677 14.241);5973.0;5054.0;0.454;1024045964.0;697.0;86975657.0;80.0;28148.139;;;;-5.3;;;;;;SN67153;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-20;2026;5054 Indre Fosen;Seter;Rødrev;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1332316;271690,235;7057552,309;PV97455 S1D1 m5;P;V;97455.0;1.0;1.0;False;Nei;K;MED;4.884;563013.0;0.13942137;0.13942137@563013;POINT Z (271689.227 7057553.039 13.68);5973.0;5054.0;1.244;;;79576579.0;30.0;;;;;-5.3;;;;;;SN67153;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-18;2026;5059 Orkland;vollan gård;Hjort;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332205;238170,0698;7018228,335;PV97629 S1D1 m386;P;V;97629.0;1.0;1.0;False;Nei;K;MED;386.211;60865.0;0.63959772;0.63959772@60865;POINT Z (238247.54 7018133.58 58.69);5973.0;5059.0;122.393;;;85306692.0;50.0;;;;;;;;;;;;1;;-3.5;3.1
2026-01-19;2026;5038 Verdal;Hegstad-Stiklestad;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332290;331239,1108;7077636,381;FV757 S2D1 m1311;F;V;757.0;2.0;1.0;False;Nei;K;MED;1310.611;578655.0;0.49055128;0.49055128@578655;POINT Z (331242.245 7077638.335 10.844);5973.0;5038.0;3.693;1024046133.0;2100.0;86974776.0;80.0;1802.69;2.0;;;;0 mm;;;;;SN70820;1;5.0;;
2026-01-22;2026;5054 Indre Fosen;Kristian P Bergs Vei / Fallin;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332634;249905,2333;7057821,274;FV6368 S1D1 m5254;F;V;6368.0;1.0;1.0;False;Nei;K;MED;5254.049;72447.0;0.63968376;0.63968376@72447;POINT Z (249905.26 7057821.045 39.989);5973.0;5054.0;0.231;1024046995.0;300.0;85309928.0;80.0;6589.197;;1.5 degC;-1.9 degC;0.7;;8.2 m/s;4.7;;;SN71320;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-19;2026;5057 Ørland;Forhåndslageret;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332762;244283,3468;7080184,847;FV6360 S1D1 m752;F;V;6360.0;1.0;1.0;False;Nei;K;MED;751.785;72442.0;0.17502431;0.17502431@72442;POINT Z (244272.368 7080178.537 24.655);5973.0;5057.0;12.663;1024046633.0;1070.0;85311414.0;60.0;1399.419;0.0;4.7 degC;1 degC;1.8;0 mm;11.7 m/s;5.6;13.8 m/s;;SN71550;1;1.2857142857142858;-1.9571428571428573;8.685714285714287
2026-01-18;2026;5006 Steinkjer;7 langnesbakkin;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1333054;318272,3194;7111482,871;FV720 S12D1 m4870;F;V;720.0;12.0;1.0;False;Nei;K;MOT;4870.249;2797857.0;0.54894232;0.54894232@2797857;POINT Z (318272.097 7111483.322 28.942);5973.0;5006.0;0.503;1024045934.0;1300.0;1007910708.0;80.0;6477.329;;;;-3.6;;;;;;SN69640;1;11.928571428571429;-7.045;1.5
2026-01-18;2026;5057 Ørland;Vikan;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332760;248949,6592;7091734,067;FV6344 S1D1 m1874;F;V;6344.0;1.0;1.0;False;Nei;K;MED;1873.513;72432.0;0.20532581;0.20532581@72432;POINT Z (248952.842 7091729.951 22.603);5973.0;5057.0;5.203;1024046916.0;829.0;177610115.0;60.0;2483.948;0.0;3.7 degC;0.6 degC;3.2;0 mm;10.6 m/s;6.5;9.8 m/s;;SN71550;1;1.2857142857142858;-1.9571428571428573;8.685714285714287
2026-01-18;2026;5001 Trondheim;kjyvanet ;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332164;267741,5818;7039317,039;;;;;;;;;;;;3821231.0;0.70610037;0.70610037@3821231;POINT Z (267738.14 7039319.87 182.93);5973.0;5001.0;4.457;324914522.0;2500.0;78697179.0;50.0;197.073;;;;-6.4;;;;;;SN67153;1;17.0;-6.053333333333333;
2026-01-17;2026;5053 Inderøy;utøyveien 755,7670 inderøy;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332142;310354,3121;7087041,751;FV755 S2D1 m5470;F;V;755.0;2.0;1.0;False;Nei;K;MED;5469.578;578145.0;0.58901849;0.58901849@578145;POINT Z (310354.15 7087042.07 89.761);5973.0;5053.0;0.358;1024046117.0;1600.0;86975663.0;60.0;6830.061;;;;0.7;;;;;;SN69640;1;;-7.341666666666666;
2026-01-16;2026;5059 Orkland;Løkken, Meldal.;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332098;233208,2339;7011050,985;FV700 S1D1 m5645;F;V;700.0;1.0;1.0;False;Nei;K;MED;5644.927;72292.0;0.57071501;0.57071501@72292;POINT Z (233212.058 7011050.348 166.39);5973.0;5059.0;3.877;1024046077.0;1930.0;85312343.0;50.0;1336.948;;;;;;;;;;;1;;-3.5;3.1
2026-01-17;2026;5054 Indre Fosen;Tegelverksveien;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332170;251183,2807;7052706,628;KV201 S1D1 m282;K;V;201.0;1.0;1.0;False;Nei;G;MED;281.683;1965853.0;0.42966916;0.42966916@1965853;POINT Z (251181.217 7052704.83 27.407);5973.0;5054.0;2.737;1013400500.0;50.0;80513252.0;30.0;371.497;;5.5 degC;0.9 degC;4.1;;2.9 m/s;1.7;;;SN71320;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-20;2026;5035 Stjørdal;Sanferhusbrua E6;Hjortedyr - ikke artsbestemt;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332448;295758,4583;7042105,899;EV6 S79D1 m795;E;V;6.0;79.0;1.0;False;Nei;K;MED;795.259;578593.0;0.27878913;0.27878913@578593;POINT Z (295756.637 7042109.918 6.962);5973.0;5035.0;4.413;1022805753.0;17000.0;86973833.0;80.0;862.284;0.0;1.4 degC;-4.3 degC;1.3;0 mm;4.1 m/s;3.3;5.9 m/s;;SN69100;1;5.777777777777778;-3.4909090909090916;2.872727272727273
2026-01-16;2026;5006 Steinkjer;4 - Saursaunmyra ;Elg;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332930;330317,8288;7111058,325;EV6 S91D1 m2252;E;V;6.0;91.0;1.0;False;Nei;K;MED;2251.591;578603.0;0.72655145;0.72655145@578603;POINT Z (330315.344 7111059.185 44.383);5973.0;5006.0;2.63;1022805399.0;3700.0;86975742.0;80.0;4381.18;2.0;;;;0.2 mm;;;;;SN70820;1;11.928571428571429;-7.045;1.5
2026-01-17;2026;5035 Stjørdal;Sorte grendehus;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1332148;299716,7538;7040934,12;KV8120 S1D1 m900;K;V;8120.0;1.0;1.0;False;Nei;K;MED;899.853;553712.0;0.19007984;0.19007984@553712;POINT Z (299718.457 7040936.162 49.121);5973.0;5035.0;2.659;;;78706024.0;50.0;;0.0;6.6 degC;-0.8 degC;4.9;2.9 mm;7.4 m/s;3.4;12.6 m/s;;SN69100;1;5.777777777777778;-3.4909090909090916;2.872727272727273
2026-01-23;2026;5054 Indre Fosen;Hasselvikveien;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332637;245811,9421;7061280,948;FV718 S1D1 m8279;F;V;718.0;1.0;1.0;False;Nei;K;MED;8278.541;72382.0;0.56234718;0.56234718@72382;POINT Z (245811.864 7061283.873 14.943);5973.0;5054.0;2.926;1024045535.0;836.0;85311487.0;80.0;9080.333;;-1.7 degC;-4.5 degC;-1.8;;5.2 m/s;3.6;;;SN71320;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-19;2026;5059 Orkland;Løkken, Meldal.;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000617629.0;1332328;233046,999;7009914,464;FV700 S2D1 m405;F;V;700.0;2.0;1.0;False;Nei;K;MED;404.526;72292.0;0.68785204;0.68785204@72292;POINT Z (233048.513 7009913.715 168.109);5973.0;5059.0;1.689;1024046175.0;2000.0;136671865.0;50.0;4466.536;;;;0.5;;;;;;SN67340;1;;-3.5;3.1
2026-01-16;2026;5006 Steinkjer;7  vadanesset;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1333056;314619,1805;7104292,574;KV3002 S1D1 m716;K;V;3002.0;1.0;1.0;False;Nei;K;MED;716.02;554925.0;0.99156196;0.99156196@554925;POINT Z (314612.199 7104422.1 63.885);5973.0;5006.0;129.714;;;81497297.0;50.0;;;;;0.6;;;;;;SN69640;1;11.928571428571429;-7.045;1.5
2026-01-16;2026;5057 Ørland;Vanntanken prestdalsveien;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332763;245068,1631;7082242,381;FV6358 S1D1 m1563;F;V;6358.0;1.0;1.0;False;Nei;K;MED;1563.051;72441.0;0.39460541;0.39460541@72441;POINT Z (245067.999 7082242.52 82.332);5973.0;5057.0;0.216;1024045717.0;189.0;85310183.0;50.0;2724.427;0.0;5.7 degC;2.8 degC;3.0;0.1 mm;10.1 m/s;7.5;14.8 m/s;;SN71550;1;1.2857142857142858;-1.9571428571428573;8.685714285714287
2026-01-16;2026;5054 Indre Fosen;Løddberget;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332039;264165,9274;7056294,958;FV755 S10D1 m6817;F;V;755.0;10.0;1.0;False;Nei;K;MED;6817.15;578150.0;0.30718691;0.30718691@578150;POINT Z (264165.317 7056292.24 38.249);5973.0;5054.0;2.786;1024045964.0;697.0;460118300.0;60.0;28148.139;;;;4.4;;;;;;SN67153;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-16;2026;5054 Indre Fosen;Hasselvika ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332258;243946,5119;7065629,152;FV718 S2D1 m4452;F;V;718.0;2.0;1.0;False;Nei;K;MED;4451.64;72383.0;0.20915826;0.20915826@72383;POINT Z (243945.94 7065628.897 26.726);5973.0;5054.0;0.627;1024045535.0;836.0;85311487.0;80.0;9080.333;;5.3 degC;0.7 degC;1.4;;3.5 m/s;2.4;;;SN71320;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-15;2026;5055 Heim;Lernes;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1332251;206159,0089;7036768,483;FV6430 S1D1 m6305;F;V;6430.0;1.0;1.0;False;Nei;K;MED;6304.689;72499.0;0.63553797;0.63553797@72499;POINT Z (206158.786 7036768.458 25.299);5973.0;5055.0;0.224;1024045805.0;600.0;85311560.0;60.0;9827.572;;4.8 degC;1.7 degC;3.7;0 mm;9.3 m/s;4.5;12 m/s;;SN65451;1;7.6;-0.6333333333333333;4.866666666666666
2026-01-16;2026;5035 Stjørdal;Kvithammer;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1332159;295269,8665;7046272,556;EV6 S80D1 m1323;E;V;6.0;80.0;1.0;False;Nei;K;MED;1323.123;2395192.0;0.83786306;0.83786306@2395192;POINT Z (295268.491 7046271.88 15.05);5973.0;5035.0;1.533;1022805369.0;12500.0;1021237504.0;90.0;1721.409;5.0;6.3 degC;2.8 degC;1.9;0 mm;8.1 m/s;3.8;16.1 m/s;;SN69100;1;5.777777777777778;-3.4909090909090916;2.872727272727273
2026-01-15;2026;5054 Indre Fosen;Markabygdveien ( Kårli);Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332010;253607,9074;7054691,436;FV6384 S2D1 m9125;F;V;6384.0;2.0;1.0;False;Nei;K;MED;9125.256;72457.0;0.92900914;0.92900914@72457;POINT Z (253605.224 7054693.393 100.859);5973.0;5054.0;3.321;1024045646.0;260.0;85309987.0;60.0;7061.0;;2.9 degC;-2.8 degC;0.6;;3.5 m/s;2.4;;;SN71320;1;0.0;-3.0142857142857142;4.709090909090909
2026-01-16;2026;5035 Stjørdal;Ydstines;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332158;300098,817;7042497,822;KV7775 S1D1 m554;K;V;7775.0;1.0;1.0;False;Nei;K;MED;554.077;2102205.0;0.78558969;0.78558969@2102205;POINT Z (300101.805 7042497.919 4.23);5973.0;5035.0;2.99;;;323120736.0;50.0;;5.0;6.3 degC;2.8 degC;1.9;0 mm;8.1 m/s;3.8;16.1 m/s;;SN69100;1;5.777777777777778;-3.4909090909090916;2.872727272727273
2026-01-15;2026;5001 Trondheim;bynesveien;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1331988;267979,9473;7043333,492;FV715 S1D1 m1752;F;V;715.0;1.0;1.0;False;Nei;K;MED;1752.425;72852.0;0.55250659;0.55250659@72852;POINT Z (267989.819 7043349.333 33.253);5973.0;5001.0;18.665;1024046571.0;4800.0;85312229.0;60.0;2337.255;;;;-2.1;;;;;;SN67153;1;17.0;-6.053333333333333;
2026-01-18;2026;5055 Heim;Grønset;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332254;192415,5112;7021912,768;EV39 S10D1 m212;E;V;39.0;10.0;1.0;False;Nei;K;MED;212.235;3491008.0;0.89589;0.89589@3491008;POINT Z (192414.457 7021915.736 15.247);5973.0;5055.0;3.15;;;1025846337.0;50.0;;7.0;;;;0 mm;;;;;SN65230;1;7.6;-0.6333333333333333;4.866666666666666
2026-01-15;2026;5006 Steinkjer;5 - Litltrøberget;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332933;322518,5088;7111724,899;FV6982 S2D1 m8057;F;V;6982.0;2.0;1.0;False;Nei;K;MED;8057.306;578407.0;0.88160146;0.88160146@578407;POINT Z (322518.904 7111724.785 55.097);5973.0;5006.0;0.412;1024045941.0;260.0;126283094.0;60.0;1130.348;;;;-2.9;;;;;;SN69640;1;11.928571428571429;-7.045;1.5
2026-01-15;2026;5006 Steinkjer;4 - Lundelvbrua;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1332924;327753,7149;7105519,148;EV6 S90D1 m3489;E;V;6.0;90.0;1.0;False;Nei;K;MED;3488.69;578603.0;0.06064564;0.06064564@578603;POINT Z (327752.292 7105519.418 28.435);5973.0;5006.0;1.449;1022805638.0;7000.0;86973560.0;80.0;2008.71;;;;-2.9;;;;;;SN69640;1;11.928571428571429;-7.045;1.5
2026-01-18;2026;5055 Heim;Kloppin;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332253;199582,4979;7023953,922;FV680 S17D1 m7661;F;V;680.0;17.0;1.0;False;Nei;K;MOT;7660.687;72288.0;0.08378888;0.08378888@72288;POINT Z (199583.104 7023953.677 55.837);5973.0;5055.0;0.653;1024045894.0;1580.0;85310357.0;80.0;11332.075;7.0;;;;0 mm;;;;;SN65230;1;7.6;-0.6333333333333333;4.866666666666666
2026-01-14;2026;5059 Orkland;Meldal sentrum, Meldal.;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1331981;232733,2951;7001770,431;FV6502;F;V;6502.0;;;;;;;;3897933.0;0.54691273;0.54691273@3897933;POINT Z (232732.552 7001769.556 136.666);5973.0;5059.0;1.148;1024046709.0;470.0;85310190.0;40.0;6203.631;;;;;;;;;;;1;;-3.5;3.1
2026-01-15;2026;5006 Steinkjer;2 - Skogli;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332926;334466,4811;7093189,126;KV1280 S1D1 m1396;K;V;1280.0;1.0;1.0;False;Nei;K;MED;1395.831;552894.0;0.55605702;0.55605702@552894;POINT Z (334466.486 7093189.128 180.796);5973.0;5006.0;0.005;;;83591746.0;40.0;;3.0;;;;0 mm;;;;;SN70820;1;11.928571428571429;-7.045;1.5
2026-01-19;2026;5053 Inderøy;Stryken.;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332302;290300,0148;7080895,755;FV755 S4D1 m9125;F;V;755.0;4.0;1.0;False;Nei;K;MED;9125.366;578146.0;0.07875697;0.07875697@578146;POINT Z (290299.935 7080896.106 219.529);5973.0;5053.0;0.36;1024046045.0;619.0;86974453.0;80.0;15466.363;;;;-5.2;;;;;;SN71230;1;;-7.341666666666666;
2026-01-14;2026;5056 Hitra;Slåttavik;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1332227;211876,2811;7054873,385;FV714 S6D1 m5913;F;V;714.0;6.0;1.0;False;Nei;K;MED;5912.637;72348.0;0.45257104;0.45257104@72348;POINT Z (211875.607 7054874.584 20.002);5973.0;5056.0;1.375;1024046202.0;1980.0;1026248648.0;80.0;7341.285;;4.8 degC;0.4 degC;3.2;0 mm;10.1 m/s;5.8;14.3 m/s;;SN65451;1;4.0;-0.3;5.1
2026-01-14;2026;5055 Heim;Grønset;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1332250;192589,846;7021958,842;PV1357 S24D1 m50;P;V;1357.0;24.0;1.0;False;Nei;K;MED;49.646;49444.0;0.76783796;0.76783796@49444;POINT Z (192592.516 7021948.831 19.224);5973.0;5055.0;10.361;;;85284126.0;50.0;;8.0;;;;0 mm;;;;;SN65230;1;7.6;-0.6333333333333333;4.866666666666666
2026-01-16;2026;5035 Stjørdal;Kringen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1332160;308166,6289;7043306,997;EV14 S3D1 m1490;E;V;14.0;3.0;1.0;False;Nei;K;MED;1489.695;578622.0;0.19332535;0.19332535@578622;POINT Z (308167.34 7043311.477 15.635);5973.0;5035.0;4.536;1022805906.0;3940.0;761648979.0;70.0;2856.168;15.0;;;;0 mm;;;;;SN69550;1;5.777777777777778;-3.4909090909090916;2.872727272727273
