Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde;snow_depth;max_temperature;min_temperature;mean_temperature;total_precipitation;max_wind_speed;mean_wind_speed;max_wind_gust;precipitation_type;weather_station_id;Måned;monthly_snow_depth;monthly_mean_temperature;monthly_mean_wind_speed
2025-06-11;2025;5041 Snåsa;vegseth ;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1323819;368054,8065;7129184,28;FV763 S7D1 m7891;F;V;763.0;7.0;1.0;False;Nei;K;MED;7890.828;578179.0;0.89031316;0.89031316@578179;POINT Z (368055.003 7129196.092 38.985);5973.0;5041.0;11.814;1024046126.0;688.0;171851215.0;80.0;5002.073;0.0;;;;6.2 mm;;;;;SN70930;6;0.0;;
2025-06-11;2025;5006 Steinkjer;1- Sparbu;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1317020;325197,3408;7092506,228;EV6 S88D1 m7111;E;V;6.0;88.0;1.0;False;Nei;K;MED;7111.076;578600.0;0.34609556;0.34609556@578600;POINT Z (325198.551 7092506.768 38.063);5973.0;5006.0;1.326;1022805618.0;9000.0;86973915.0;70.0;2597.605;;;;9.2;;;;;;SN69640;6;0.0;12.0;
2025-06-09;2025;5054 Indre Fosen;Dørndalsveien 653;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316515;248545,1019;7061927,277;FV6370 S1D1 m6546;F;V;6370.0;1.0;1.0;False;Nei;K;MED;6546.254;72448.0;0.92714074;0.92714074@72448;POINT Z (248545.336 7061926.947 27.909);5973.0;5054.0;0.405;1024046762.0;300.0;843572311.0;60.0;7062.902;;12.2 degC;8.4 degC;11.4;0.6 mm;4.3 m/s;2.0;;;SN71320;6;;13.435714285714285;1.9285714285714286
2025-06-09;2025;5059 Orkland;Sålåtten, Agdenes;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000458571.0;1316536;244682,4632;7049245,059;FV710 S3D1 m5551;F;V;710.0;3.0;1.0;False;Nei;K;MED;5551.282;1206801.0;0.26537215;0.26537215@1206801;POINT Z (244682.481 7049245.089 13.699);5973.0;5059.0;0.035;1024045895.0;1490.0;126282312.0;80.0;19621.303;;12.2 degC;8.4 degC;11.4;0.6 mm;4.3 m/s;2.0;;;SN71320;6;;12.575000000000001;2.425
2025-06-09;2025;5058 Åfjord;hauknesd;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1316449;275262,1736;7127079,399;FV6312 S1D1 m7461;F;V;6312.0;1.0;1.0;False;Nei;K;MED;7461.235;72401.0;0.875096;0.875096@72401;POINT Z (275257.847 7127079.318 9.712);5973.0;5058.0;4.327;1024046323.0;240.0;177609923.0;60.0;14932.696;0.0;;;;1.6 mm;;;;;SN71900;6;0.0;12.675;5.0
2025-06-07;2025;5059 Orkland;Ospalia, Våvatnet;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1316393;226315,4323;7034335,684;FV714 S1D1 m8126;F;V;714.0;1.0;1.0;False;Nei;K;MED;8125.732;72347.0;0.27000378;0.27000378@72347;POINT Z (226317.901 7034334.701 311.684);5973.0;5059.0;2.657;1024046349.0;1940.0;85312250.0;80.0;6778.796;;;;;;;;;;;6;;12.575000000000001;2.425
2025-06-10;2025;5060 Nærøysund;Ottersøy;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1316660;325557,0315;7196417,004;FV770 S6D1 m7641;F;V;770.0;6.0;1.0;False;Nei;K;MED;7641.341;578682.0;0.89863981;0.89863981@578682;POINT Z (325556.398 7196419.886 21.762);5973.0;5060.0;2.951;1024046270.0;2500.0;1015470503.0;80.0;1458.0;;;;;;;;;;;6;;12.181818181818182;3.233333333333333
2025-06-06;2025;5022 Rennebu;hoels øya ;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1316334;236992,4524;6979389,98;FV6516 S1D1 m112;F;V;6516.0;1.0;1.0;False;Nei;K;MED;111.544;72573.0;0.01207595;0.01207595@72573;POINT Z (236995.384 6979389.753 234.022);5973.0;5022.0;2.941;1024045706.0;468.0;85310284.0;80.0;20111.199;;;;;;;;;;;6;;13.2;
2025-06-08;2025;5001 Trondheim;kroppanbrua;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1316405;269857,323;7037994,485;EV6 S75D1 m3131 SD1 m146;E;V;6.0;75.0;1.0;False;Nei;K;MED;3130.724;2670257.0;0.8927252;0.8927252@2670257;POINT Z (269850.75 7037992.08 31.259);5973.0;5001.0;6.999;;;745248844.0;50.0;;;;;11.2;;;;;;SN67153;6;;13.636363636363637;1.8
2025-06-10;2025;5055 Heim;Kloppinn;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1316685;199424,7064;7023728,94;FV680 S17D1 m7937;F;V;680.0;17.0;1.0;False;Nei;K;MOT;7937.403;72288.0;0.05591719;0.05591719@72288;POINT Z (199426.976 7023727.982 53.91);5973.0;5055.0;2.463;1024045894.0;1580.0;85310357.0;80.0;11332.075;0.0;;;;0.7 mm;;;;;SN65230;6;0.0;10.716666666666667;4.05
2025-06-12;2025;5060 Nærøysund;hansvika;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1316662;321951,2041;7200698,935;FV7088 S1D1 m2401;F;V;7088.0;1.0;1.0;False;Nei;K;MED;2400.68;578501.0;0.24333831;0.24333831@578501;POINT Z (321951.756 7200698.62 30.77);5973.0;5060.0;0.635;1024045665.0;1300.0;727589437.0;70.0;2789.799;;;;10.9;;;;;;SN75190;6;;12.181818181818182;3.233333333333333
2025-06-09;2025;5035 Stjørdal;Halsøbroa, Sentrum, Stjørdal;Elg;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1316460;296591,3338;7044104,198;EV14 S1D1 m208;E;V;14.0;1.0;1.0;False;Nei;K;MED;207.919;2265197.0;0.43483827;0.43483827@2265197;POINT Z (296591.378 7044108.182 6.747);5973.0;5035.0;3.985;1022805452.0;16500.0;86973537.0;50.0;385.51;;13.3 degC;8 degC;12.1;1 mm;4 m/s;2.5;;;SN69655;6;;12.575;3.7875
2025-06-08;2025;5053 Inderøy;sandvollanveien,7670 inderøy;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316404;318489,7741;7090126,717;FV761 S1D1 m2255;F;V;761.0;1.0;1.0;False;Nei;K;MED;2255.118;578167.0;0.22555602;0.22555602@578167;POINT Z (318494.572 7090122.45 51.937);5973.0;5053.0;6.42;1024045668.0;2100.0;171041455.0;80.0;5018.742;;;;11.1;;;;;;SN69640;6;;12.042857142857143;
2025-06-11;2025;5053 Inderøy;rostad,7670 Inferøy;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1316593;311320,1757;7085763,845;KV3018 S1D1 m2801;K;V;3018.0;1.0;1.0;False;Nei;K;MED;2800.869;555040.0;0.55315499;0.55315499@555040;POINT Z (311319.483 7085759.047 61.676);5973.0;5053.0;4.847;;;86969343.0;80.0;;;;;9.2;;;;;;SN69640;6;;12.042857142857143;
2025-06-05;2025;5056 Hitra;Langåsen, Frøya;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316317;;;;;;;;;;;;;;;;;;;;;324914522.0;2500.0;78697179.0;50.0;197.073;;;;;;;;;;;6;0.0;12.4;3.95
2025-06-10;2025;5032 Selbu;Rønsbersberget;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316557;306878,3354;7012729,913;FV705 S5D1 m7294;F;V;705.0;5.0;1.0;False;Nei;K;MED;7293.962;72303.0;0.68586413;0.68586413@72303;POINT Z (306882.199 7012730.979 210.844);5973.0;5032.0;4.008;1024046005.0;700.0;85312305.0;80.0;16631.599;;14.7 degC;2.6 degC;7.6;0.6 mm;4.1 m/s;1.5;8 m/s;;SN68290;6;;11.475;2.425
2025-06-09;2025;5060 Nærøysund;nakling;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1316457;329996,3014;7196611,886;FV770 S6D1 m3116;F;V;770.0;6.0;1.0;False;Nei;K;MED;3116.289;578682.0;0.44046393;0.44046393@578682;POINT Z (329996.497 7196614.908 34.844);5973.0;5060.0;3.029;1024046011.0;2300.0;1015470503.0;80.0;7349.897;;;;10.1;;;;;;SN75190;6;;12.181818181818182;3.233333333333333
2025-06-06;2025;5035 Stjørdal;E6 Kvislabakken Nord for vikanvegen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000546666.0;1316309;295467,6252;7045993,265;EV6 S80D1 m980;E;V;6.0;80.0;1.0;False;Nei;K;MED;980.189;2395192.0;0.63506218;0.63506218@2395192;POINT Z (295475.103 7046000.517 6.37);5973.0;5035.0;10.416;1022805369.0;12500.0;1021237504.0;90.0;1721.409;;18.3 degC;10.9 degC;15.3;0 mm;5.6 m/s;2.9;;;SN69655;6;;12.575;3.7875
2025-06-06;2025;5054 Indre Fosen;leira;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316312;251734,658;7061741,564;FV718 S1D1 m605;F;V;718.0;1.0;1.0;False;Nei;K;MED;604.61;72381.0;0.21699369;0.21699369@72381;POINT Z (251730.674 7061746.978 5.504);5973.0;5054.0;6.722;1024046755.0;2190.0;85310405.0;60.0;2792.157;;16.9 degC;9.8 degC;14.2;0 mm;4.3 m/s;1.8;;;SN71320;6;;13.435714285714285;1.9285714285714286
2025-06-04;2025;5022 Rennebu;nerskogsveien;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;100000291102.0;1316288;227446,8766;6974606,941;FV6516 S2D1 m6237;F;V;6516.0;2.0;1.0;False;Nei;K;MED;6236.644;72574.0;0.73500342;0.73500342@72574;POINT Z (227455.544 6974598.025 670.932);5973.0;5022.0;12.435;1024045706.0;468.0;85311468.0;80.0;20111.199;;;;;;;;;;;6;;13.2;
2025-06-06;2025;5037 Levanger;Vuddudalen;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;;1316581;301562,0699;7056615,488;PV99514 S1D1 m76;P;V;99514.0;1.0;1.0;False;Nei;K;MED;76.019;566358.0;0.23724787;0.23724787@566358;POINT Z (301613.5 7056526.7 65.144);5973.0;5037.0;102.608;;;78702139.0;50.0;;;18.3 degC;10.9 degC;15.3;0 mm;5.6 m/s;2.9;;;SN69655;6;;13.925;3.94
2025-06-06;2025;5007 Namsos;ågård;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316315;315734,3494;7132470,372;FV17 S5D1 m716;F;V;17.0;5.0;1.0;False;Nei;K;MED;715.651;578627.0;0.51488244;0.51488244@578627;POINT Z (315731.486 7132469.948 14.98);5973.0;5007.0;2.895;1024046298.0;1500.0;86974311.0;80.0;5669.456;0.0;;;;0.1 mm;;;;;SN75020;6;0.0;11.299999999999999;3.1
2025-06-06;2025;5001 Trondheim;Hangerslettvegen ;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316359;255400,5011;7041515,592;FV6652 S1D1 m2968;F;V;6652.0;1.0;1.0;False;Nei;K;MED;2967.616;42829.0;0.29673535;0.29673535@42829;POINT Z (255400.222 7041516.079 6.17);5973.0;5001.0;0.562;1024045923.0;1300.0;179419586.0;60.0;10537.803;;16.9 degC;9.8 degC;14.2;0 mm;4.3 m/s;1.8;;;SN71320;6;;13.636363636363637;1.8
2025-06-05;2025;5029 Skaun;Lereggen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1316458;258679,1821;7024680,146;KV201 S1D1 m5491;K;V;201.0;1.0;1.0;False;Nei;K;MED;5491.371;44808.0;0.9423996;0.9423996@44808;POINT Z (258673.021 7024682.578 164.09);5973.0;5029.0;6.624;;;85289013.0;80.0;;;;;14.1;;;;;;SN67153;6;;11.149999999999999;1.8
2025-06-06;2025;5055 Heim;Renndalen;Hjort;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316683;179199,204;7020536,365;EV39 S11D1 m7774;E;V;39.0;11.0;1.0;False;Nei;K;MOT;7773.554;1842240.0;0.15747368;0.15747368@1842240;POINT Z (179199.114 7020537.107 23.22);5973.0;5055.0;0.747;1022805738.0;1700.0;818898784.0;80.0;13680.406;;;;11.5;;;;;;SN65060;6;0.0;10.716666666666667;4.05
2025-06-07;2025;5044 Namsskogan;kalvvatten;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316389;417680,1884;7210132,139;EV6 S105D1 m9443;E;V;6.0;105.0;1.0;False;Nei;K;MED;9442.602;578067.0;0.82050706;0.82050706@578067;POINT Z (417680.065 7210132.211 225.659);5973.0;5044.0;0.143;1022805506.0;2200.0;86975731.0;80.0;18573.433;;;;7.6;;;;;;SN74670;6;;7.6;
2025-06-04;2025;5037 Levanger;Vuddudalen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316580;301584,6338;7056481,489;EV6 S82D1 m6463;E;V;6.0;82.0;1.0;False;Nei;K;MED;6462.996;578595.0;0.42580465;0.42580465@578595;POINT Z (301586.404 7056479.072 62.216);5973.0;5037.0;2.995;1022805624.0;9600.0;86973920.0;70.0;7747.576;;20 degC;12.6 degC;15.7;0 mm;5.1 m/s;2.3;;;SN69655;6;;13.925;3.94
2025-06-05;2025;5006 Steinkjer;5-Kvarvingdalen;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329581;323952,1;7112637,469;FV17 S1D1 m7935;F;V;17.0;1.0;1.0;False;Nei;K;MED;7934.833;3228518.0;0.9760529;0.9760529@3228518;POINT Z (323952.099 7112637.512 22.374);5973.0;5006.0;0.043;1024045572.0;3500.0;1016331116.0;80.0;4266.991;;;;13.8;;;;;;SN69640;6;0.0;12.0;
2025-06-04;2025;5047 Overhalla;Ryggahøgda;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1316248;349256,085;7154149,55;FV17 S11D1 m6685;F;V;17.0;11.0;1.0;False;Nei;K;MED;6684.781;578631.0;0.1951819;0.1951819@578631;POINT Z (349255.322 7154151.217 76.863);5973.0;5047.0;1.833;1024046086.0;2960.0;86973911.0;70.0;2857.519;;;;;;;;;;;6;0.0;;
2025-06-04;2025;5047 Overhalla;Bjøra;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1316247;355361,0272;7156590,616;FV17 S12D1 m3337;F;V;17.0;12.0;1.0;False;Nei;K;MED;3337.421;1900353.0;0.65325333;0.65325333@1900353;POINT Z (355361.121 7156592.609 20.092);5973.0;5047.0;1.995;1024045640.0;3000.0;340893374.0;60.0;3062.807;0.0;;;;0 mm;;;;;SN70930;6;0.0;;
2025-06-10;2025;5037 Levanger;Norske skog skogn;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1316480;310648,6153;7070464,267;EV6 S84D1 m5740;E;V;6.0;84.0;1.0;False;Nei;K;MED;5740.067;1742820.0;0.46282399;0.46282399@1742820;POINT Z (310649.194 7070462.867 16.729);5973.0;5037.0;1.515;1022805694.0;10000.0;212400871.0;80.0;1610.891;;;;;;;;;;;6;;13.925;3.94
2025-06-05;2025;5037 Levanger;Øvre Erstad;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316349;306474,6104;7078501,177;KV10230 S1D1 m581;K;V;10230.0;1.0;1.0;False;Nei;K;MED;580.717;554217.0;0.27291631;0.27291631@554217;POINT Z (306472.294 7078503.828 104.963);5973.0;5037.0;3.521;;;86954447.0;30.0;;;;;13.8;;;;;;SN69640;6;;13.925;3.94
2025-06-10;2025;5034 Meråker;Teveldal, Grenseknuten ;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329810;351201,8019;7027188,322;EV14 S7D1 m13400;E;V;14.0;7.0;1.0;False;Nei;K;MED;13400.351;578097.0;0.75783615;0.75783615@578097;POINT Z (351201.721 7027188.142 442.165);5973.0;5034.0;0.198;1022805783.0;1830.0;86975722.0;80.0;15371.987;;;;8.1;;;;;;SN69520;6;;8.1;
2025-06-04;2025;5007 Namsos;Lønn, Namsos ;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1317055;330474,2594;7157084,196;FV769 S1D1 m7460;F;V;769.0;1.0;1.0;False;Nei;K;MED;7460.376;578672.0;0.32591327;0.32591327@578672;POINT Z (330472.713 7157084.314 28.102);5973.0;5007.0;1.551;1024045598.0;2600.0;264308750.0;80.0;2199.918;0.0;;;;0 mm;;;;;SN75020;6;0.0;11.299999999999999;3.1
2025-06-04;2025;5060 Nærøysund;Grunnan;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1321125;312115,6254;7209234,616;FV7094 S2D1 m6968;F;V;7094.0;2.0;1.0;False;Nei;K;MED;6967.775;578723.0;0.82068121;0.82068121@578723;POINT Z (312116.413 7209236.9 20.443);5973.0;5060.0;2.416;1024046342.0;140.0;86973622.0;80.0;6938.125;;;;14.5;;8 m/s;4.5;;;SN75220;6;;12.181818181818182;3.233333333333333
2025-06-03;2025;5054 Indre Fosen;tømmerdalen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316205;280642,2806;7063601,728;FV755 S8D1 m4032;F;V;755.0;8.0;1.0;False;Nei;K;MED;4031.705;578148.0;0.0153084;0.0153084@578148;POINT Z (280636.555 7063604.745 14.189);5973.0;5054.0;6.472;1024045964.0;697.0;86975657.0;80.0;28148.139;;;;14.4;;;;;;SN67153;6;;13.435714285714285;1.9285714285714286
2025-06-06;2025;5006 Steinkjer;1-Minsåssvingen Mære;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329579;324711,2982;7094136,737;EV6 S88D1 m8867;E;V;6.0;88.0;1.0;False;Nei;K;MED;8867.139;578600.0;0.52452741;0.52452741@578600;POINT Z (324710.503 7094136.385 22.617);5973.0;5006.0;0.87;1022805663.0;9000.0;86975748.0;80.0;1617.246;;;;13.0;;;;;;SN69640;6;0.0;12.0;
2025-05-31;2025;5059 Orkland;E39. Søvasskjølen. Orkdal;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316014;221744,2433;7023487,917;EV39 S6D1 m5104;E;V;39.0;6.0;1.0;False;Nei;K;MED;5104.144;72244.0;0.19743761;0.19743761@72244;POINT Z (221743.994 7023479.398 358.02);5973.0;5059.0;8.522;1022805558.0;3300.0;85311557.0;80.0;6770.151;;;;;;;;;;;5;;7.279999999999999;2.02
2025-06-04;2025;5006 Steinkjer;Langåsen;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1328977;334593,5164;7103678,639;FV762 S2D1 m6532;F;V;762.0;2.0;1.0;False;Nei;K;MED;6531.655;578661.0;0.74874712;0.74874712@578661;POINT Z (334591.118 7103682.944 58.471);5973.0;5006.0;4.928;1024046321.0;1100.0;86973750.0;80.0;4553.03;0.0;;;;0.8 mm;;;;;SN70820;6;0.0;12.0;
2025-06-04;2025;5058 Åfjord;Monstad;Rådyr;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1316229;264082,9541;7101338,192;FV6324 S1D1 m1789;F;V;6324.0;1.0;1.0;False;Nei;K;MED;1789.257;72415.0;0.18641818;0.18641818@72415;POINT Z (264082.873 7101338.29 17.544);5973.0;5058.0;0.127;1024046884.0;2540.0;85311530.0;80.0;6864.779;;;;13.3;;;;;;SN71385;6;0.0;12.675;5.0
2025-06-02;2025;5001 Trondheim;tonstad ;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1316352;269199,025;7035140,587;FV6686 S1D115 m14;F;V;6686.0;1.0;115.0;False;Nei;G;MED;13.64;3210548.0;0.61599487;0.61599487@3210548;POINT Z (269202.271 7035137.162 127.508);5973.0;5001.0;4.718;;;;;;;;;10.3;;;;;;SN67153;6;;13.636363636363637;1.8
2025-06-08;2025;5037 Levanger;Mønsterhaugvegen,skogn;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1316431;311367,9229;7068926,24;KV5800 S1D1 m881;K;V;5800.0;1.0;1.0;False;Nei;K;MED;880.979;554315.0;0.46844982;0.46844982@554315;POINT Z (311367.025 7068928.514 42.315);5973.0;5037.0;2.445;;;83596375.0;30.0;;;;;11.1;;;;;;SN69640;6;;13.925;3.94
2025-06-04;2025;5047 Overhalla;eidsvatnet ;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1316231;361957,5179;7158929,486;FV17 S13D1 m6866;F;V;17.0;13.0;1.0;False;Nei;K;MED;6866.371;578102.0;0.12248992;0.12248992@578102;POINT Z (361955.928 7158932.939 12.048);5973.0;5047.0;3.802;1024046436.0;1400.0;86975170.0;80.0;10981.896;0.0;;;;0 mm;;;;;SN70930;6;0.0;;
2025-06-03;2025;5049 Flatanger;Fløaskogen ;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1316239;303044,5075;7157606,502;FV766 S4D1 m8551;F;V;766.0;4.0;1.0;False;Nei;K;MED;8551.444;578671.0;0.17184643;0.17184643@578671;POINT Z (303035.014 7157608.344 24.68);5973.0;5049.0;9.671;1024045683.0;435.0;1018282266.0;80.0;9477.941;;19.3 degC;8.2 degC;9.7;;13.8 m/s;7.8;14.6 m/s;;SN71990;6;;9.1;6.449999999999999
2025-06-02;2025;5054 Indre Fosen;Rørvik / Vikasjøen;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1316154;259185,6577;7052998,276;FV715 S4D1 m2601;F;V;715.0;4.0;1.0;False;Nei;K;MED;2600.648;72854.0;0.73536714;0.73536714@72854;POINT Z (259184.918 7052999.669 38.082);5973.0;5054.0;1.577;1024045666.0;2160.0;85311771.0;80.0;6339.953;;;;10.3;;;;;;SN67153;6;;13.435714285714285;1.9285714285714286
2025-06-03;2025;5058 Åfjord;bergfjorn;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000444246.0;1316151;267597,0412;7122058,878;KV1103 S4D1 m81;K;V;1103.0;4.0;1.0;False;Nei;K;MED;80.948;3924469.0;0.41509361;0.41509361@3924469;POINT Z (267592.733 7122051.811 12.549);5973.0;5058.0;8.277;;;78709803.0;50.0;;0.0;;;;1.2 mm;;;;;SN71900;6;0.0;12.675;5.0
2025-06-03;2025;5045 Grong;FV74 Formomoan;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316226;373884;7143963;FV74 S1D1 m2784;F;V;74.0;1.0;1.0;False;Nei;K;MED;2783.889;578116.0;0.28292228;0.28292228@578116;POINT Z (373882.769 7143967.653 130.477);5973.0;5045.0;4.813;1024045703.0;418.0;171848832.0;80.0;55635.098;;;;13.0;;;;;;SN73630;6;0.0;13.0;
2025-05-30;2025;5001 Trondheim;Flakk;Rødrev;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1316094;260239,2573;7044138,882;FV707 S1D1 m169;F;V;707.0;1.0;1.0;False;Nei;K;MED;169.317;72313.0;0.0170392;0.0170392@72313;POINT Z (260239.165 7044139.293 27.616);5973.0;5001.0;0.421;1024047066.0;2310.0;85310053.0;60.0;3619.35;;;;9.1;;;;;;SN67153;5;;8.533333333333333;
2025-05-30;2025;5006 Steinkjer;3-Heggesbekken;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1316070;355313,9622;7119165,994;FV763 S4D1 m9768;F;V;763.0;4.0;1.0;False;Nei;K;MED;9768.125;578665.0;0.46827708;0.46827708@578665;POINT Z (355313.635 7119167.246 38.546);5973.0;5006.0;1.294;1024046433.0;500.0;745239197.0;80.0;30114.888;0.0;;;;3.7 mm;;;;;SN70930;5;0.0;9.533333333333333;
2025-06-03;2025;5055 Heim;Dalemskjølen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000307932.0;1316217;200718,7231;7034138,798;FV680 S16D1 m1095;F;V;680.0;16.0;1.0;False;Nei;K;MOT;1095.093;72830.0;0.6549641;0.6549641@72830;POINT Z (200713.774 7034136.133 211.949);5973.0;5055.0;5.621;1024046277.0;1500.0;85311469.0;80.0;13300.965;;21 degC;8.4 degC;10.4;0.7 mm;9.7 m/s;5.1;13.1 m/s;;SN65451;6;0.0;10.716666666666667;4.05
2025-05-31;2025;5060 Nærøysund;Val;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1316104;329377,6993;7189117,027;FV768 S1D1 m4209;F;V;768.0;1.0;1.0;False;Nei;K;MED;4209.367;578194.0;0.48724604;0.48724604@578194;POINT Z (329373.718 7189115.974 22.33);5973.0;5060.0;4.118;1024045783.0;866.0;86973737.0;80.0;17686.067;;;;8.7;;;;;;SN75190;5;;8.981818181818182;3.0250000000000004
2025-06-01;2025;5049 Flatanger;Fløabrekka;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1316059;303572,3083;7155574,769;FV766 S4D1 m6184;F;V;766.0;4.0;1.0;False;Nei;K;MED;6184.006;578190.0;0.93162556;0.93162556@578190;POINT Z (303570.888 7155572.65 19.245);5973.0;5049.0;2.551;1024045683.0;435.0;1018282266.0;80.0;9477.941;;14 degC;6.5 degC;8.5;;9 m/s;5.1;13.3 m/s;;SN71990;6;;9.1;6.449999999999999
2025-05-30;2025;5006 Steinkjer;5-Skjemstad;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000631851.0;1316068;326401,3307;7112546,777;FV17 S1D1 m5306;F;V;17.0;1.0;1.0;False;Nei;K;MED;5305.62;3228514.0;0.48018269;0.48018269@3228514;POINT Z (326401.384 7112547.079 70.225);5973.0;5006.0;0.307;1024045572.0;3500.0;1016331116.0;80.0;4266.991;;;;8.8;;;;;;SN69640;5;0.0;9.533333333333333;
2025-05-29;2025;5001 Trondheim;Nyveilia -Bjørndalen;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1316093;268459,1947;7035123,108;FV6682 S1D1 m6479;F;V;6682.0;1.0;1.0;False;Nei;K;MED;6479.078;41373.0;0.46971752;0.46971752@41373;POINT Z (268459.777 7035122.829 84.062);5973.0;5001.0;0.645;1024045608.0;2500.0;85283898.0;60.0;1338.995;;;;11.1;;;;;;SN67153;5;;8.533333333333333;
