Uri;FallviltId;Kjonn;HendelsesDatoTid;UkjentTidspunkt;Latitude;Longitude;KommuneNummer;KommuneNavn;VillreinområdeNummer;VillreinområdeNavn;Arsak;TypeMotorkjøretøy;RegistrertDatoTid;EndretDatoTid;Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;OppdatertDatoTid
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306401;1306401;Hann;2025-01-03T22:30:00;False;63.82215;10.984584;5053;Inderøy;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T16:39:01.2604744;2025-01-05T17:12:11.7640107;2025-01-03;2025;5053 Inderøy;;Elg;Hann;Ungdyr;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306401;302448.7649831033;7083412.0084282365;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306416;1306416;Hunn;2025-01-05T16:18:00;False;63.928303;11.306492;5053;Inderøy;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T18:10:41.2405718;2025-01-05T18:10:41.2597763;2025-01-05;2025;5053 Inderøy;;Elg;Hunn;Voksen;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1306416;318956.755449645;7094268.924562981;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306419;1306419;Ukjent;2025-01-05T18:00:00;False;63.163708;9.719522;5059;Orkland;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T18:39:03.1495005;2025-01-05T18:39:03.1539514;2025-01-05;2025;5059 Orkland;;Elg;Ukjent;Voksen;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1306419;234252.47848687653;7014767.200947907;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306431;1306431;Ukjent;2025-01-05T17:30:00;False;63.02357;9.335634;5061;Rindal;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T19:32:12.8694917;2025-01-05T19:32:12.8906969;2025-01-05;2025;5061 Rindal;;Rådyr;Ukjent;Voksen;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1306431;213591.88876100007;7000846.853608265;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306438;1306438;Hunn;2025-01-04T17:40:00;False;64.50408;12.005445;5047;Overhalla;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T20:36:11.4699257;2025-01-05T20:36:11.4738526;2025-01-04;2025;5047 Overhalla;;Elg;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306438;356215.4076388584;7156579.7270534;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306439;1306439;Hunn;2025-01-05T19:15:00;False;64.465324;11.796454;5047;Overhalla;;;PåkjørtAvMotorkjøretøy;Lastebil;2025-01-05T20:40:58.0597914;2025-01-05T20:40:58.0807747;2025-01-05;2025;5047 Overhalla;;Elg;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306439;345969.0593689259;7152755.075874176;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306448;1306448;Ukjent;2025-01-05T18:00:00;False;63.53835;9.829342;5059;Orkland;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T22:13:09.1112945;2025-01-05T22:13:09.1282318;2025-01-05;2025;5059 Orkland;;Rådyr;Ukjent;Voksen;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1306448;243138.22375770478;7055958.716925154;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306460;1306460;Ukjent;2025-01-04T22:35:00;False;63.92626;10.156661;5058;Åfjord;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-06T06:27:31.1907268;2025-01-06T06:27:31.2003538;2025-01-04;2025;5058 Åfjord;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1306460;262651.3867112326;7097815.464210105;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306461;1306461;Hunn;2025-01-05T18:00:00;False;63.98900950144549;10.281819939335087;5058;Åfjord;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-06T06:37:16.7849018;2025-01-06T06:37:16.7988339;2025-01-05;2025;5058 Åfjord;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306461;269293.6098855655;7104333.072325308;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306463;1306463;Ukjent;2025-01-03T22:45:00;False;64.39839;12.376167;5045;Grong;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-06T06:42:52.7936784;2025-01-06T06:45:50.8169945;2025-01-03;2025;5045 Grong;;Elg;Ukjent;Kalv;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306463;373520.7114223157;7144021.407578079;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306468;1306468;Hunn;2025-01-05T18:00:00;False;63.98900950144549;10.281819939335087;5058;Åfjord;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-06T07:56:57.149194;2025-01-06T07:56:57.1557852;2025-01-05;2025;5058 Åfjord;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306468;269293.6098855655;7104333.072325308;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306471;1306471;Hunn;2025-01-03T16:30:00;False;64.49831;10.783524;5049;Flatanger;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-06T08:04:32.3613656;2025-01-06T08:04:32.3690634;2025-01-03;2025;5049 Flatanger;;Elg;Hunn;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306471;297558.8050752166;7159271.52827675;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306494;1306494;Hunn;2025-01-05T23:30:00;False;64.868835;11.611017;5060;Nærøysund;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-06T09:21:23.0413468;2025-01-06T09:21:23.0671251;2025-01-05;2025;5060 Nærøysund;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306494;339463.5442489799;7198136.68492999;2026-02-23T08:34:12.814024
